genres,followers,artists
"['dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",454167,Jamie Foxx
"['indie pop rap', 'pop rap', 'rap']",162585,Asher Roth
"['pop rap', 'southern hip hop', 'trap music']",15288,2 Pistols
[],1184,Webstar
"['contemporary country', 'country', 'country dawn', 'pop rock']",611507,Dixie Chicks
"['dance pop', 'girl group', 'neo mellow', 'pop', 'post-teen pop']",224123,Aly & AJ
"['electropop', 'etherpop', 'folk-pop', 'lilith', 'metropopolis']",255508,Imogen Heap
"['alternative metal', 'permanent wave', 'pop punk', 'post-grunge', 'punk', 'rap metal', 'rock', 'skate punk']",2494901,The Offspring
"['dance pop', 'deep pop r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",519490,William Singe
"['dance pop', 'folk-pop', 'neo soul', 'pop', 'pop rock', 'r&b']",512470,Duffy
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap music']",210157,Jim Jones
['vapor trap'],9957,Shad Da God
[],59277,Pedro Capó
[],106184,Jorge Blanco
"['bassline', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",642742,J. Holiday
"['dance pop', 'electropop', 'europop', 'folk-pop', 'pop', 'pop rock']",1138307,Lily Allen
[],19197,The Rembrandts
['pop rap'],174496,Wyclef Jean
"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",537165,Thousand Foot Krutch
"['classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",860589,Van Morrison
[],9638,Nate Bargatze
"['blues', 'blues-rock', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",112686,Keb' Mo'
"['permanent wave', 'post-grunge', 'rock']",779976,Eddie Vedder
[],163,The Players
"['contemporary country', 'country', 'country road', 'country rock', 'traditional country']",429112,Travis Tritt
"['alternative emo', 'emo', 'modern rock', 'pop punk']",256096,The Front Bottoms
"['album rock', 'alternative metal', 'classic rock', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'wrestling']",1382702,Motörhead
"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",1673634,Ozzy Osbourne
"['alt-idol', 'idol rock', 'j-metal', 'j-pop', 'j-rock']",368149,BABYMETAL
"['outlaw country', 'red dirt', 'texas country']",79400,Cross Canadian Ragweed
"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'reggae fusion', 'rock']",400604,311
[],1,General Effects
"['alternative dance', 'art pop', 'brooklyn indie', 'dance-punk', 'electronic', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave']",531964,LCD Soundsystem
"['easy listening', 'exotica', 'lounge']",4323,Hugo Montenegro
"['classic canadian rock', 'new wave pop']",36340,Alannah Myles
"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",181519,Amanda Perez
"['dance pop', 'edm', 'house', 'pop', 'tropical house']",298315,Jax Jones
[],335,Matt Ulery
[],5525,Sarah Blackwood
[],3,Lana Gibson
"['dance pop', 'europop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b']",617517,Natasha Bedingfield
"['disco house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",80873,Chicane
"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1105180,Wu-Tang Clan
"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1062778,Ginuwine
"['alternative metal', 'alternative rock', 'groove metal', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1109924,Deftones
"['alternative metal', 'modern rock', 'pop punk', 'pop rock', 'post-grunge']",1142604,Good Charlotte
"['dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",547846,The-Dream
"['alternative hip hop', 'hip hop', 'indie r&b', 'rap', 'underground hip hop']",134821,Domo Genesis
"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",329454,Baby Bash
"['chicano rap', 'dirty south rap', 'latin hip hop']",41897,Chingo Bling
"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']",126306,Jason Michael Carroll
"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",404746,Culture Club
"['glam metal', 'hard rock', 'rock']",8994265,Guns N' Roses
['christmas'],1067,Elmo & Patsy
"['adult standards', 'cabaret', 'christmas', 'lounge', 'vocal jazz']",56143,Eartha Kitt
['southern hip hop'],81076,V.I.C.
[],919,SPEECHLESS
"['metalcore', 'pop punk', 'post-screamo', 'rap metal', 'screamo']",403106,Our Last Night
[],57310,Elliott Yamin
"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",940990,Jordin Sparks
"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop', 'tropical house']",361267,San Holo
"['dance pop', 'girl group', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']",248515,Danity Kane
"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock']",1130002,George Michael
[],87343,Yael Naim
"['jawaiian', 'reggae rock']",192794,Iration
"['alternative metal', 'glam metal', 'nu metal', 'post-grunge', 'rock', 'sleaze rock']",255064,Buckcherry
[],457,JST FRNDS
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1053943,Staind
"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'southern hip hop', 'urban contemporary']",1157493,Mario
"['australian pop', 'dance pop', 'europop', 'pop', 'post-teen pop', 'r&b', 'talent show', 'urban contemporary']",1367912,Leona Lewis
"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",696357,Drowning Pool
"['metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']",387836,DragonForce
"['album rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",863338,The Animals
"['album rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",325402,Survivor
"['metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic power metal']",37808,Firewind
"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2633124,Destiny's Child
"['emo', 'indie pop', 'modern rock', 'pop emo', 'pop punk']",119030,Hellogoodbye
"['blues-rock', 'classic rock', 'rock']",878731,Santana
"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']",498488,Joe
[],5599,Daniel Miller
"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast trap']",426627,Nipsey Hussle
[],14316,Gladys Muñoz
"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",632524,The Isley Brothers
"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",75817,Unk
"['dance pop', 'deep pop r&b', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",606897,Pretty Ricky
"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",285616,Paul Wall
"['deep southern trap', 'dirty south rap', 'gangster rap', 'trap music']",34155,Swishahouse
[],358,D-Boss
"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",329610,Slim Thug
['memphis hip hop'],2002,Nasty Nardo
"['albanian hip hop', 'german hip hop']",533320,Azet
[],1364,DJ Storm
"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'lilith', 'piano rock', 'pop rock']",865064,Regina Spektor
"['candy pop', 'contemporary country', 'country', 'country dawn']",42160,The Wreckers
"['hip pop', 'trap queen']",38030,Lil Mama
"['deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",112956,Hurricane Chris
[],148952,Linus Young
"['garage rock', 'indie rock', 'modern rock', 'rock']",1518850,The Kooks
"['alternative rock', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop', 'nu gaze', 'slow core', 'stomp and holler']",257915,Kurt Vile
"['comic', 'pop punk', 'pop rock', 'post-grunge']",497067,Bowling For Soup
[],170,The VIMS
"['big room', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']",238289,Jauz
"['comedy rock', 'comic']",339767,"""Weird Al"" Yankovic"
"['dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap music']",138928,Do Or Die
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'soft rock']",406093,Huey Lewis & The News
"['alternative emo', 'anthem emo', 'emo', 'modern rock', 'pop punk']",174108,Modern Baseball
"['dance pop', 'electropop', 'escape room', 'trap queen']",106557,Lizzo
"['dirty south rap', 'pop rap', 'southern hip hop']",33559,Shop Boyz
"['contemporary country', 'country', 'country road']",466178,Lonestar
"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",643933,REO Speedwagon
"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",2778294,KISS
"['swedish folk pop', 'swedish pop']",1433,Anders Fernette
[],1808,The Brazen Youth
['modern blues'],640764,Leon Bridges
[],1680222,R. Kelly
"['boston rock', 'deep new americana', 'folk-pop', 'new americana', 'stomp and holler']",175247,Lake Street Dive
"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",741812,Fantasia
"['canadian folk', 'indie folk']",587445,City and Colour
"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']",121472,The Brothers Johnson
"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",106708,Connie Francis
"['contemporary country', 'country', 'country dawn', 'country road']",319091,Gretchen Wilson
"['alternative metal', 'nu metal', 'post-grunge', 'rock']",4226993,System Of A Down
"['dance pop', 'dirty south rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",678152,Soulja Boy
[],66,WawMart
[],10766,Matthew Rix
"['christian hip hop', 'christian trap']",9480,Brvndon P
[],0,Team411
"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'lounge', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",172417,The Drifters
"['indie jazz', 'nu jazz', 'trip hop']",17329,Skinshape
"['indie pop', 'modern alternative rock', 'modern rock']",180456,Rainbow Kitten Surprise
[],4655,7 Days Of Funk
"['g funk', 'gangster rap', 'west coast rap', 'west coast trap']",78036,Daz Dillinger
"['chicano rap', 'dirty south rap', 'gangster rap']",96233,Bizzy Bone
['gospel'],180727,Fred Hammond
"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",1329356,Keyshia Cole
"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",128693,Augustana
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",271466,Yung Joc
"['emo', 'pop emo', 'pop punk']",112440,The Academy Is...
"['crunk', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",351755,Young Dro
"['dance pop', 'indie poptimism', 'pop', 'post-teen pop']",389731,Olivia O'Brien
"['christian hardcore', 'christian metal', 'dreamo', 'mathcore', 'melodic metalcore', 'post-hardcore', 'progressive post-hardcore', 'screamo']",32561,He Is Legend
['indie r&b'],7242,Hablot Brown
"['alternative metal', 'post-grunge', 'rap metal', 'rap rock']",98482,From Ashes to New
"['dance pop', 'post-teen pop', 'urban contemporary']",474891,Jessica Simpson
[],258180,Annie LeBlanc
"['adult standards', 'cabaret', 'christmas', 'jazz blues', 'swing', 'vocal jazz']",1165883,Ella Fitzgerald
"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'post-grunge']",328089,Five For Fighting
"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",101087,Rich Boy
"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",2484422,Marvin Gaye
"['deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'southern hip hop', 'trap music']",129298,8Ball & MJG
"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",700825,Diana Ross
[],118,Kawan Debose
"['chicago house', 'diva house', 'hip house', 'speed garage', 'vocal house']",4799,Adeva
[],173,"New Broadway Cast of Hello, Dolly!"
"['canadian hip hop', 'trap soul']",15434,J-Soul
"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soul', 'soul jazz']",258549,George Benson
"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",146157,Kenny Lattimore
['folk punk'],2208,My Pizza My World
"['adult standards', 'christmas', 'jazz blues', 'soul', 'soul blues', 'vocal jazz']",742214,Etta James
[],249,Chris Keys
"['ccm', 'christian hip hop']",17692,Shonlock
"['classic rock', 'country', 'country rock', 'nashville sound', 'outlaw country', 'redneck', 'rock', 'southern rock', 'traditional country']",200392,The Charlie Daniels Band
"['classic rock', 'country', 'country rock', 'nashville sound', 'outlaw country', 'redneck', 'rock', 'southern rock', 'traditional country']",200392,Charlie Daniels
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock']",39902,HUNNY
"['heartland rock', 'outlaw country', 'red dirt', 'texas country']",73592,Stoney LaRue
"['comedy', 'comic']",27870,Larry The Cable Guy
"['blues', 'blues-rock', 'classic rock', 'electric blues', 'jazz blues', 'soul', 'soul blues', 'traditional blues']",1340444,B.B. King
"['adult standards', 'big band', 'cabaret', 'christmas', 'easy listening', 'jazz trombone', 'lounge', 'swing', 'vocal jazz']",196763,Glenn Miller
"['adult standards', 'christmas', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']",68632,Henry Mancini
"['blues-rock', 'classic garage rock', 'experimental rock', 'garage rock', 'post-punk', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues']",67369,MC5
[],210,Royal Philharmonic Pops Orchestra
"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'sky room', 'tropical pop edm']",8826,Sagan
[],95,George Kulokahai and His Island Serenaders
['focus'],200,Isabella Ivanova
"['adult standards', 'brill building pop', 'cabaret', 'christmas', 'easy listening', 'lounge', 'vocal jazz']",125481,Perry Como
"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo']",64281,Famous Last Words
"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",105984,Quincy Jones
[],5752,Kenny Rogers & The First Edition
"['bluegrass', 'country', 'country gospel', 'country rock', 'nashville sound', 'old-time', 'progressive bluegrass', 'traditional country', 'western swing']",36782,Ricky Skaggs
"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'vocal jazz']",113620,Johnny Mathis
"['flamenco', 'rumba', 'world']",310649,Gipsy Kings
"['lounge', 'vocal jazz']",181019,Pink Martini
"['classical', 'post-romantic era']",614669,Claude Debussy
"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",774033,Jagged Edge
"['abstract', 'acid house', 'drill and bass', 'electro', 'electronic', 'intelligent dance music', 'microhouse', 'minimal techno', 'ninja', 'trip hop']",44007,Plaid
"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']",467627,Lyfe Jennings
"['contemporary country', 'country', 'country gospel', 'country road', 'country rock', 'nashville sound', 'traditional country']",223526,Vince Gill
['otacore'],15497,CircusP
"['bounce', 'escape room', 'lgbtq+ hip hop', 'strut', 'trap queen']",40584,Big Freedia
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",336702,Chamillionaire
[],714,DJ Emurda
"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']",59772,Harry Gregson-Williams
"['dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",497964,Bow Wow
"['boy band', 'dance pop']",268698,New Kids On The Block
['roots rock'],57609,Los Lobos
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",200871,Dwight Yoakam
['native american'],2435,Robert Tree Cody
[],547,"Wilbert Roget, II"
"['dirty south rap', 'redneck']",106270,Jelly Roll
"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",569410,Mos Def
"['canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",1214399,Nelly Furtado
"['latin', 'reggaeton', 'reggaeton flow', 'tropical']",904783,Plan B
"['deep underground hip hop', 'underground hip hop']",28052,Jack Harlow
"['dance pop', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']",579779,Cassie
"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",317393,Crossfade
"['dance pop', 'electropop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",233274,Kelis
['hip pop'],38398,Shawnna
"['dirty south rap', 'pop rap', 'southern hip hop']",33137,Jibbs
[],73267,Nick Lachey
"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",1571850,Lynyrd Skynyrd
"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",369199,Big Pun
"['healing', 'new age']",2430,Hilary Stagg
"['gangster rap', 'hip hop', 'pop rap', 'rap']",186495,Afroman
['smooth jazz'],387308,Kenny G
"['indie r&b', 'r&b', 'trap soul']",110366,Xavier Omär
"['contemporary country', 'country', 'country dawn', 'country road']",483654,Martina McBride
"['classic garage rock', 'psychedelic rock']",9154,The Chambers Brothers
"['adult standards', 'big band', 'christmas', 'easy listening', 'lounge', 'vocal jazz']",188664,Bing Crosby
"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",274807,Finger Eleven
"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",149143,Keith Anderson
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",115802,Mike Jones
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap music']",271469,Juelz Santana
"['battle rap', 'dirty south rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",210758,Cassidy
[],57,Dj Thoro
[],67,DJ Blazita
"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",30625,P$C
"['crunk', 'deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",405271,Webbie
[],5,SkysDarkerThanNight
"['candy pop', 'power-pop punk']",53735,The Donnas
"['album rock', 'blues', 'blues-rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'southern rock', 'texas blues']",1025953,Stevie Ray Vaughan
['pop punk'],48708,SR-71
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",1371065,Mötley Crüe
[],23464,Dirtwire
[],7083,Babe Ruth
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop']",173906,Petey Pablo
"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",189628,Hi-Five
"['crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",140488,Crime Mob
"['dirty south rap', 'pop rap', 'southern hip hop']",79439,J-Kwon
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",178446,Youngbloodz
"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'r&b', 'urban contemporary']",338807,Amerie
"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap music']",194339,Lil' Flip
['gospel'],11323,Winans Phase 2
[],248,"Devin the Dude, Lil' Flip"
[],1132,Yung Rydah
[],1,DJ Far
"['adult standards', 'christmas', 'easy listening', 'lounge']",3071,Buddy Greco
['dirty texas rap'],9018,Botany Boyz
['west coast trap'],10024,Priceless Da Roc
"['dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",941926,Busta Rhymes
"['deep new americana', 'folk-pop', 'indie folk', 'new americana', 'progressive bluegrass', 'stomp and holler']",24969,Mipso
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",99179,Trillville
"['anthem emo', 'pixie']",16158,Story Untold
"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",1368742,Nas
"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",135397,Dem Franchize Boyz
"['dirty south rap', 'pop rap', 'redneck', 'southern hip hop']",134399,Bubba Sparxxx
"['hard alternative', 'post-grunge']",25663,Cavo
"['alternative metal', 'groove metal', 'hard rock', 'metal', 'rock', 'speed metal', 'thrash metal']",266205,Danzig
"['contemporary country', 'country', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country']",417755,"Hank Williams, Jr."
"['alternative metal', 'funk metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock']",885575,Hoobastank
['post-teen pop'],336878,Emily Osment
['hardcore hip hop'],75232,Terror Squad
"['deep pop r&b', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'trap queen']",329045,Trina
[],2003,Brenn Hill
['comedy'],42184,Katt Williams
"['latin christian', 'rock cristiano']",7920,Salida 7
"['dance pop', 'pop rap', 'r&b', 'urban contemporary']",217799,Frankie J
['pop rock'],46731,Phantom Planet
"['adult standards', 'brill building pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",407979,Carole King
"['pop', 'post-teen pop', 'teen pop']",206742,The Girl and The Dreamcatcher
"['alternative rock', 'permanent wave', 'pop rock', 'rock']",1438172,R.E.M.
[],1019353,MC Fioti
['soca'],42030,Kevin Lyttle
"['adult standards', 'brill building pop', 'christmas', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",300760,Dionne Warwick
"['bounce', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",391470,Juvenile
[],1714,Ryan Miller
"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']",1057895,Beastie Boys
"['alternative hip hop', 'art pop']",3448105,Gorillaz
"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'modern blues', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",537277,The Allman Brothers Band
"['dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",977589,OutKast
"['dance pop', 'folk-pop', 'new wave pop', 'pop', 'pop rock']",600492,Dido
"['classic soul', 'disco', 'funk', 'hip hop', 'motown', 'post-disco', 'quiet storm', 'soul']",437868,Rick James
"['contemporary country', 'country', 'country gospel', 'country road']",332504,John Michael Montgomery
"['edm', 'electronic trap']",153430,Big Gigantic
"['alternative metal', 'funk metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock']",351011,Alien Ant Farm
"['adult standards', 'british invasion', 'christmas', 'lounge', 'mellow gold']",251130,Tom Jones
"['christian relaxative', 'classify', 'focus', 'new age', 'new age piano']",5772,Robin Spielberg
"['jam band', 'pop rock', 'reggae rock']",156466,Dispatch
"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country', 'traditional folk']",44674,Nitty Gritty Dirt Band
"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'vocal jazz']",147128,Andy Williams
[],691,Chord Overstreet
[],2627,Ricochet
[],14789,Anna Naklab
['candy pop'],8990,Saving Jane
"['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",119674,The Subways
"['christmas', 'rock-and-roll', 'rockabilly']",2398041,Elvis Presley
"['abstract beats', 'escape room', 'indie r&b', 'trap soul', 'underground hip hop', 'vapor twitch']",102943,Sango
[],780,Nathan Davis
"['alternative rock', 'dance rock', 'garage rock', 'new wave', 'post-punk', 'psychobilly', 'punk', 'punk blues', 'rockabilly', 'uk post-punk']",124576,The Cramps
[],4,The King's Friends
"['anthem worship', 'christian uplift', 'indiecoustica']",5427,John Lucas
['classify'],183,Georg Erixon
"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",1799343,Paul McCartney
"['alternative rock', 'art rock', 'dance rock', 'experimental', 'experimental rock', 'neo-psychedelic', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'synthpop', 'uk post-punk', 'zolo']",173671,DEVO
[],269194,Jungle
[],1387,Lil Boxer
"['alternative country', 'country rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'new americana', 'outlaw country', 'rock', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']",135570,John Prine
['idol'],23193,Clay Aiken
"['country', 'country road']",18459,Kevin Sharp
"['acoustic pop', 'alternative ccm', 'anthem worship', 'christian uplift', 'indiecoustica']",14695,Sandra McCracken
[],5109,Brady Toops
"['acoustic pop', 'neo mellow', 'pop rock']",24125,Teddy Geiger
"['emo', 'pop punk', 'punk', 'skate punk']",107889,The Ataris
"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",1134455,Neil Young
"['album rock', 'australian alternative rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",383873,Men At Work
